Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New Mexico,Distribution of COVID-19 deaths (%),20.8,0,32.1,,0,,41.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New Mexico,Weighted distribution of population (%),37.1,2.4,5.7,2.3,0.1,1.7,50.8,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Mexico,Count of COVID-19 deaths,46,,28,,0,0,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Mexico,Distribution of COVID-19 deaths (%),27.7,,16.9,,0,0,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Mexico,Weighted distribution of population (%),37.2,2.4,4.6,2.3,0.1,1.7,51.8,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Mexico,Count of COVID-19 deaths,230,,153,,,0,396,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Mexico,Distribution of COVID-19 deaths (%),29,,19.3,,,0,49.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Mexico,Weighted distribution of population (%),37.1,2.3,5.2,2.3,0.1,1.7,51.3,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Mexico,Count of COVID-19 deaths,312,14,253,,0,,443,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Mexico,Distribution of COVID-19 deaths (%),30.1,1.4,24.4,,0,,42.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Mexico,Weighted distribution of population (%),37.5,2.4,5.9,2.3,0.1,1.8,50,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Mexico,Count of COVID-19 deaths,177,11,220,,,,275,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Mexico,Distribution of COVID-19 deaths (%),25.6,1.6,31.8,,,,39.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Mexico,Weighted distribution of population (%),37.6,2.3,6.5,2.3,0.1,1.8,49.5,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Mexico,Count of COVID-19 deaths,88,,85,,0,,113,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Mexico,Distribution of COVID-19 deaths (%),30.3,,29.3,,0,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Mexico,Weighted distribution of population (%),37.3,2.4,5.9,2.3,0.1,1.7,50.3,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Mexico,Count of COVID-19 deaths,43,,28,0,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Mexico,Distribution of COVID-19 deaths (%),30.5,,19.9,0,0,,48.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Mexico,Weighted distribution of population (%),36.8,2.3,5.7,2.2,0.1,1.7,51.2,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Mexico,Count of COVID-19 deaths,22,,,0,0,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Mexico,Distribution of COVID-19 deaths (%),34.4,,,0,0,0,56.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Mexico,Weighted distribution of population (%),37,2.4,4.4,2.4,0.1,1.7,52,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Mexico,Count of COVID-19 deaths,14,0,,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Mexico,Distribution of COVID-19 deaths (%),45.2,0,,0,0,0,32.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Mexico,Weighted distribution of population (%),37.9,2.3,7.1,2.2,0.1,1.8,48.7,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New York,Count of COVID-19 deaths,18124,3051,58,793,,49,2877,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New York,Distribution of COVID-19 deaths (%),72.4,12.2,0.2,3.2,,0.2,11.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New York,Weighted distribution of population (%),64,10.7,0.2,6.3,0,1.6,17.1,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New York,Count of COVID-19 deaths,11169,2150,39,535,,29,2086,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New York,Distribution of COVID-19 deaths (%),69.4,13.4,0.2,3.3,,0.2,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New York,Weighted distribution of population (%),63.3,10.8,0.2,6.5,0,1.6,17.6,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New York,Count of COVID-19 deaths,6955,901,19,258,,20,791,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New York,Distribution of COVID-19 deaths (%),77.7,10.1,0.2,2.9,,0.2,8.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New York,Weighted distribution of population (%),65.5,10.7,0.2,5.9,0,1.7,16,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New York,Count of COVID-19 deaths,0,0,0,0,0,0,0,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New York,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New York,Weighted distribution of population (%),0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New York,Count of COVID-19 deaths,,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New York,Distribution of COVID-19 deaths (%),,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New York,Weighted distribution of population (%),60.2,10.6,0.2,7,0,1.5,20.6,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New York,Count of COVID-19 deaths,405,143,0,37,0,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New York,Distribution of COVID-19 deaths (%),58.3,20.6,0,5.3,0,,14.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New York,Weighted distribution of population (%),60.3,11,0.2,7.8,0,1.5,19.3,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New York,Count of COVID-19 deaths,4437,1225,10,308,,12,1198,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New York,Distribution of COVID-19 deaths (%),61.3,16.9,0.1,4.3,,0.2,16.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New York,Weighted distribution of population (%),61.5,10.7,0.2,7.1,0,1.5,19.1,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New York,Count of COVID-19 deaths,1831,362,,80,,,405,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New York,Distribution of COVID-19 deaths (%),67.8,13.4,,3,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New York,Weighted distribution of population (%),64,10.4,0.2,6.1,0,1.6,17.6,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New York,Count of COVID-19 deaths,459,72,,24,0,0,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New York,Distribution of COVID-19 deaths (%),73.2,11.5,,3.8,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New York,Weighted distribution of population (%),65,11,0.2,6.1,0,1.7,16,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New York,Count of COVID-19 deaths,176,29,0,,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New York,Distribution of COVID-19 deaths (%),75.2,12.4,0,,,0,8.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New York,Weighted distribution of population (%),65.5,10.8,0.3,6,0,1.7,15.7,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New York,Count of COVID-19 deaths,114,12,,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New York,Distribution of COVID-19 deaths (%),79.2,8.3,,,0,0,6.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New York,Weighted distribution of population (%),66.6,11.2,0.3,5.5,0,1.8,14.6,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New York,Count of COVID-19 deaths,96,11,0,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New York,Distribution of COVID-19 deaths (%),80.7,9.2,0,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New York,Weighted distribution of population (%),67.6,10.4,0.3,5.1,0,1.7,14.8,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New York,Count of COVID-19 deaths,242,18,,,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New York,Distribution of COVID-19 deaths (%),84.3,6.3,,,0,,6.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New York,Weighted distribution of population (%),66.7,11.1,0.3,5.6,0,1.7,14.5,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New York,Count of COVID-19 deaths,793,50,,,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New York,Distribution of COVID-19 deaths (%),85.5,5.4,,,0,,7.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New York,Weighted distribution of population (%),68.9,11.6,0.3,5.1,0,1.8,12.3,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New York,Count of COVID-19 deaths,2613,228,14,57,0,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New York,Distribution of COVID-19 deaths (%),84.2,7.3,0.5,1.8,0,,6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New York,Weighted distribution of population (%),68.3,11.1,0.3,5,0,1.8,13.4,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New York,Count of COVID-19 deaths,3615,312,,93,,10,290,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New York,Distribution of COVID-19 deaths (%),83.5,7.2,,2.1,,0.2,6.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New York,Weighted distribution of population (%),66.5,10.7,0.3,5.5,0,1.7,15.3,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New York,Count of COVID-19 deaths,1663,243,,69,0,,203,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
